# Windows: CP932, iconv: SHIFT_JIS
入力コード	入力バイト列(16進)	Windows_CP932:デコード成功	Windows_CP932:Unicodeコードポイント	Windows_CP932:文字	Windows_CP932:元に戻る	Windows_CP932:再エンコード結果(16進)	iconv:デコード成功	iconv:Unicodeコードポイント	iconv:文字	iconv:元に戻る	iconv:再エンコード結果(16進)	iconv→Windows_CP932:エンコード可能	iconv→Windows_CP932:元に戻る	iconv→Windows_CP932:再エンコード結果(16進)	差分フラグ(ビット値)	差分内容
0x8166	81 66	1	0x00002019	’	1	81 66	1	0x00002019	’	1	81 66	1	1	81 66	0	差分なし
0x8167	81 67	1	0x0000201C	“	1	81 67	1	0x0000201C	“	1	81 67	1	1	81 67	0	差分なし
0x8168	81 68	1	0x0000201D	”	1	81 68	1	0x0000201D	”	1	81 68	1	1	81 68	0	差分なし
0x8169	81 69	1	0x0000FF08	（	1	81 69	1	0x0000FF08	（	1	81 69	1	1	81 69	0	差分なし
0x816A	81 6A	1	0x0000FF09	）	1	81 6A	1	0x0000FF09	）	1	81 6A	1	1	81 6A	0	差分なし
0x816B	81 6B	1	0x00003014	〔	1	81 6B	1	0x00003014	〔	1	81 6B	1	1	81 6B	0	差分なし
0x816C	81 6C	1	0x00003015	〕	1	81 6C	1	0x00003015	〕	1	81 6C	1	1	81 6C	0	差分なし
0x816D	81 6D	1	0x0000FF3B	［	1	81 6D	1	0x0000FF3B	［	1	81 6D	1	1	81 6D	0	差分なし
0x816E	81 6E	1	0x0000FF3D	］	1	81 6E	1	0x0000FF3D	］	1	81 6E	1	1	81 6E	0	差分なし
0x816F	81 6F	1	0x0000FF5B	｛	1	81 6F	1	0x0000FF5B	｛	1	81 6F	1	1	81 6F	0	差分なし
0x8170	81 70	1	0x0000FF5D	｝	1	81 70	1	0x0000FF5D	｝	1	81 70	1	1	81 70	0	差分なし
0x8171	81 71	1	0x00003008	〈	1	81 71	1	0x00003008	〈	1	81 71	1	1	81 71	0	差分なし
0x8172	81 72	1	0x00003009	〉	1	81 72	1	0x00003009	〉	1	81 72	1	1	81 72	0	差分なし
0x8173	81 73	1	0x0000300A	《	1	81 73	1	0x0000300A	《	1	81 73	1	1	81 73	0	差分なし
0x8174	81 74	1	0x0000300B	》	1	81 74	1	0x0000300B	》	1	81 74	1	1	81 74	0	差分なし
0x8175	81 75	1	0x0000300C	「	1	81 75	1	0x0000300C	「	1	81 75	1	1	81 75	0	差分なし
0x8176	81 76	1	0x0000300D	」	1	81 76	1	0x0000300D	」	1	81 76	1	1	81 76	0	差分なし
0x8177	81 77	1	0x0000300E	『	1	81 77	1	0x0000300E	『	1	81 77	1	1	81 77	0	差分なし
0x8178	81 78	1	0x0000300F	』	1	81 78	1	0x0000300F	』	1	81 78	1	1	81 78	0	差分なし
0x8179	81 79	1	0x00003010	【	1	81 79	1	0x00003010	【	1	81 79	1	1	81 79	0	差分なし
0x817A	81 7A	1	0x00003011	】	1	81 7A	1	0x00003011	】	1	81 7A	1	1	81 7A	0	差分なし
0x817B	81 7B	1	0x0000FF0B	＋	1	81 7B	1	0x0000FF0B	＋	1	81 7B	1	1	81 7B	0	差分なし
0x817C	81 7C	1	0x0000FF0D	－	1	81 7C	1	0x00002212	−	1	81 7C	0	0		2	Unicode差
0x817D	81 7D	1	0x000000B1	±	1	81 7D	1	0x000000B1	±	1	81 7D	1	1	81 7D	0	差分なし
0x817E	81 7E	1	0x000000D7	×	1	81 7E	1	0x000000D7	×	1	81 7E	1	1	81 7E	0	差分なし
0x8180	81 80	1	0x000000F7	÷	1	81 80	1	0x000000F7	÷	1	81 80	1	1	81 80	0	差分なし
0x8181	81 81	1	0x0000FF1D	＝	1	81 81	1	0x0000FF1D	＝	1	81 81	1	1	81 81	0	差分なし
0x8182	81 82	1	0x00002260	≠	1	81 82	1	0x00002260	≠	1	81 82	1	1	81 82	0	差分なし
0x8183	81 83	1	0x0000FF1C	＜	1	81 83	1	0x0000FF1C	＜	1	81 83	1	1	81 83	0	差分なし
0x8184	81 84	1	0x0000FF1E	＞	1	81 84	1	0x0000FF1E	＞	1	81 84	1	1	81 84	0	差分なし
0x8185	81 85	1	0x00002266	≦	1	81 85	1	0x00002266	≦	1	81 85	1	1	81 85	0	差分なし
0x8186	81 86	1	0x00002267	≧	1	81 86	1	0x00002267	≧	1	81 86	1	1	81 86	0	差分なし
0x8187	81 87	1	0x0000221E	∞	1	81 87	1	0x0000221E	∞	1	81 87	1	1	81 87	0	差分なし
0x8188	81 88	1	0x00002234	∴	1	81 88	1	0x00002234	∴	1	81 88	1	1	81 88	0	差分なし
0x8189	81 89	1	0x00002642	♂	1	81 89	1	0x00002642	♂	1	81 89	1	1	81 89	0	差分なし
0x818A	81 8A	1	0x00002640	♀	1	81 8A	1	0x00002640	♀	1	81 8A	1	1	81 8A	0	差分なし
0x818B	81 8B	1	0x000000B0	°	1	81 8B	1	0x000000B0	°	1	81 8B	1	1	81 8B	0	差分なし
0x818C	81 8C	1	0x00002032	′	1	81 8C	1	0x00002032	′	1	81 8C	1	1	81 8C	0	差分なし
0x818D	81 8D	1	0x00002033	″	1	81 8D	1	0x00002033	″	1	81 8D	1	1	81 8D	0	差分なし
0x818E	81 8E	1	0x00002103	℃	1	81 8E	1	0x00002103	℃	1	81 8E	1	1	81 8E	0	差分なし
0x818F	81 8F	1	0x0000FFE5	￥	1	81 8F	1	0x0000FFE5	￥	1	81 8F	1	1	81 8F	0	差分なし
0x8190	81 90	1	0x0000FF04	＄	1	81 90	1	0x0000FF04	＄	1	81 90	1	1	81 90	0	差分なし
0x8191	81 91	1	0x0000FFE0	￠	1	81 91	1	0x000000A2	¢	1	81 91	0	0		2	Unicode差
0x8192	81 92	1	0x0000FFE1	￡	1	81 92	1	0x000000A3	£	1	81 92	0	0		2	Unicode差
0x8193	81 93	1	0x0000FF05	％	1	81 93	1	0x0000FF05	％	1	81 93	1	1	81 93	0	差分なし
0x8194	81 94	1	0x0000FF03	＃	1	81 94	1	0x0000FF03	＃	1	81 94	1	1	81 94	0	差分なし
0x8195	81 95	1	0x0000FF06	＆	1	81 95	1	0x0000FF06	＆	1	81 95	1	1	81 95	0	差分なし
0x8196	81 96	1	0x0000FF0A	＊	1	81 96	1	0x0000FF0A	＊	1	81 96	1	1	81 96	0	差分なし
0x8197	81 97	1	0x0000FF20	＠	1	81 97	1	0x0000FF20	＠	1	81 97	1	1	81 97	0	差分なし
0x8198	81 98	1	0x000000A7	§	1	81 98	1	0x000000A7	§	1	81 98	1	1	81 98	0	差分なし
0x8199	81 99	1	0x00002606	☆	1	81 99	1	0x00002606	☆	1	81 99	1	1	81 99	0	差分なし
0x819A	81 9A	1	0x00002605	★	1	81 9A	1	0x00002605	★	1	81 9A	1	1	81 9A	0	差分なし
0x819B	81 9B	1	0x000025CB	○	1	81 9B	1	0x000025CB	○	1	81 9B	1	1	81 9B	0	差分なし
0x819C	81 9C	1	0x000025CF	●	1	81 9C	1	0x000025CF	●	1	81 9C	1	1	81 9C	0	差分なし
0x819D	81 9D	1	0x000025CE	◎	1	81 9D	1	0x000025CE	◎	1	81 9D	1	1	81 9D	0	差分なし
0x819E	81 9E	1	0x000025C7	◇	1	81 9E	1	0x000025C7	◇	1	81 9E	1	1	81 9E	0	差分なし
0x819F	81 9F	1	0x000025C6	◆	1	81 9F	1	0x000025C6	◆	1	81 9F	1	1	81 9F	0	差分なし
0x81A0	81 A0	1	0x000025A1	□	1	81 A0	1	0x000025A1	□	1	81 A0	1	1	81 A0	0	差分なし
0x81A1	81 A1	1	0x000025A0	■	1	81 A1	1	0x000025A0	■	1	81 A1	1	1	81 A1	0	差分なし
0x81A2	81 A2	1	0x000025B3	△	1	81 A2	1	0x000025B3	△	1	81 A2	1	1	81 A2	0	差分なし
0x81A3	81 A3	1	0x000025B2	▲	1	81 A3	1	0x000025B2	▲	1	81 A3	1	1	81 A3	0	差分なし
0x81A4	81 A4	1	0x000025BD	▽	1	81 A4	1	0x000025BD	▽	1	81 A4	1	1	81 A4	0	差分なし
0x81A5	81 A5	1	0x000025BC	▼	1	81 A5	1	0x000025BC	▼	1	81 A5	1	1	81 A5	0	差分なし
0x81A6	81 A6	1	0x0000203B	※	1	81 A6	1	0x0000203B	※	1	81 A6	1	1	81 A6	0	差分なし
0x81A7	81 A7	1	0x00003012	〒	1	81 A7	1	0x00003012	〒	1	81 A7	1	1	81 A7	0	差分なし
0x81A8	81 A8	1	0x00002192	→	1	81 A8	1	0x00002192	→	1	81 A8	1	1	81 A8	0	差分なし
0x81A9	81 A9	1	0x00002190	←	1	81 A9	1	0x00002190	←	1	81 A9	1	1	81 A9	0	差分なし
0x81AA	81 AA	1	0x00002191	↑	1	81 AA	1	0x00002191	↑	1	81 AA	1	1	81 AA	0	差分なし
0x81AB	81 AB	1	0x00002193	↓	1	81 AB	1	0x00002193	↓	1	81 AB	1	1	81 AB	0	差分なし
0x81AC	81 AC	1	0x00003013	〓	1	81 AC	1	0x00003013	〓	1	81 AC	1	1	81 AC	0	差分なし
0x81AD	81 AD	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x81AE	81 AE	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x81AF	81 AF	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x81B0	81 B0	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x81B1	81 B1	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x81B2	81 B2	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x81B3	81 B3	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x81B4	81 B4	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x81B5	81 B5	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x81B6	81 B6	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x81B7	81 B7	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x81B8	81 B8	1	0x00002208	∈	1	81 B8	1	0x00002208	∈	1	81 B8	1	1	81 B8	0	差分なし
0x81B9	81 B9	1	0x0000220B	∋	1	81 B9	1	0x0000220B	∋	1	81 B9	1	1	81 B9	0	差分なし
0x81BA	81 BA	1	0x00002286	⊆	1	81 BA	1	0x00002286	⊆	1	81 BA	1	1	81 BA	0	差分なし
0x81BB	81 BB	1	0x00002287	⊇	1	81 BB	1	0x00002287	⊇	1	81 BB	1	1	81 BB	0	差分なし
0x81BC	81 BC	1	0x00002282	⊂	1	81 BC	1	0x00002282	⊂	1	81 BC	1	1	81 BC	0	差分なし
0x81BD	81 BD	1	0x00002283	⊃	1	81 BD	1	0x00002283	⊃	1	81 BD	1	1	81 BD	0	差分なし
0x81BE	81 BE	1	0x0000222A	∪	1	81 BE	1	0x0000222A	∪	1	81 BE	1	1	81 BE	0	差分なし
0x81BF	81 BF	1	0x00002229	∩	1	81 BF	1	0x00002229	∩	1	81 BF	1	1	81 BF	0	差分なし
0x81C0	81 C0	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x81C1	81 C1	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x81C2	81 C2	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x81C3	81 C3	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x81C4	81 C4	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x81C5	81 C5	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x81C6	81 C6	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x81C7	81 C7	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x81C8	81 C8	1	0x00002227	∧	1	81 C8	1	0x00002227	∧	1	81 C8	1	1	81 C8	0	差分なし
0x81C9	81 C9	1	0x00002228	∨	1	81 C9	1	0x00002228	∨	1	81 C9	1	1	81 C9	0	差分なし
0x81CA	81 CA	1	0x0000FFE2	￢	1	81 CA	1	0x000000AC	¬	1	81 CA	0	0		2	Unicode差
0x81CB	81 CB	1	0x000021D2	⇒	1	81 CB	1	0x000021D2	⇒	1	81 CB	1	1	81 CB	0	差分なし
0x81CC	81 CC	1	0x000021D4	⇔	1	81 CC	1	0x000021D4	⇔	1	81 CC	1	1	81 CC	0	差分なし
0x81CD	81 CD	1	0x00002200	∀	1	81 CD	1	0x00002200	∀	1	81 CD	1	1	81 CD	0	差分なし
0x81CE	81 CE	1	0x00002203	∃	1	81 CE	1	0x00002203	∃	1	81 CE	1	1	81 CE	0	差分なし
0x81CF	81 CF	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x81D0	81 D0	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x81D1	81 D1	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x81D2	81 D2	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x81D3	81 D3	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x81D4	81 D4	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x81D5	81 D5	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x81D6	81 D6	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x81D7	81 D7	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x81D8	81 D8	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x81D9	81 D9	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x81DA	81 DA	1	0x00002220	∠	1	81 DA	1	0x00002220	∠	1	81 DA	1	1	81 DA	0	差分なし
0x81DB	81 DB	1	0x000022A5	⊥	1	81 DB	1	0x000022A5	⊥	1	81 DB	1	1	81 DB	0	差分なし
0x81DC	81 DC	1	0x00002312	⌒	1	81 DC	1	0x00002312	⌒	1	81 DC	1	1	81 DC	0	差分なし
0x81DD	81 DD	1	0x00002202	∂	1	81 DD	1	0x00002202	∂	1	81 DD	1	1	81 DD	0	差分なし
0x81DE	81 DE	1	0x00002207	∇	1	81 DE	1	0x00002207	∇	1	81 DE	1	1	81 DE	0	差分なし
0x81DF	81 DF	1	0x00002261	≡	1	81 DF	1	0x00002261	≡	1	81 DF	1	1	81 DF	0	差分なし
0x81E0	81 E0	1	0x00002252	≒	1	81 E0	1	0x00002252	≒	1	81 E0	1	1	81 E0	0	差分なし
0x81E1	81 E1	1	0x0000226A	≪	1	81 E1	1	0x0000226A	≪	1	81 E1	1	1	81 E1	0	差分なし
0x81E2	81 E2	1	0x0000226B	≫	1	81 E2	1	0x0000226B	≫	1	81 E2	1	1	81 E2	0	差分なし
0x81E3	81 E3	1	0x0000221A	√	1	81 E3	1	0x0000221A	√	1	81 E3	1	1	81 E3	0	差分なし
0x81E4	81 E4	1	0x0000223D	∽	1	81 E4	1	0x0000223D	∽	1	81 E4	1	1	81 E4	0	差分なし
0x81E5	81 E5	1	0x0000221D	∝	1	81 E5	1	0x0000221D	∝	1	81 E5	1	1	81 E5	0	差分なし
0x81E6	81 E6	1	0x00002235	∵	1	81 E6	1	0x00002235	∵	1	81 E6	1	1	81 E6	0	差分なし
0x81E7	81 E7	1	0x0000222B	∫	1	81 E7	1	0x0000222B	∫	1	81 E7	1	1	81 E7	0	差分なし
0x81E8	81 E8	1	0x0000222C	∬	1	81 E8	1	0x0000222C	∬	1	81 E8	1	1	81 E8	0	差分なし
0x81E9	81 E9	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x81EA	81 EA	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x81EB	81 EB	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x81EC	81 EC	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x81ED	81 ED	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x81EE	81 EE	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x81EF	81 EF	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x81F0	81 F0	1	0x0000212B	Å	1	81 F0	1	0x0000212B	Å	1	81 F0	1	1	81 F0	0	差分なし
0x81F1	81 F1	1	0x00002030	‰	1	81 F1	1	0x00002030	‰	1	81 F1	1	1	81 F1	0	差分なし
0x81F2	81 F2	1	0x0000266F	♯	1	81 F2	1	0x0000266F	♯	1	81 F2	1	1	81 F2	0	差分なし
0x81F3	81 F3	1	0x0000266D	♭	1	81 F3	1	0x0000266D	♭	1	81 F3	1	1	81 F3	0	差分なし
0x81F4	81 F4	1	0x0000266A	♪	1	81 F4	1	0x0000266A	♪	1	81 F4	1	1	81 F4	0	差分なし
0x81F5	81 F5	1	0x00002020	†	1	81 F5	1	0x00002020	†	1	81 F5	1	1	81 F5	0	差分なし
0x81F6	81 F6	1	0x00002021	‡	1	81 F6	1	0x00002021	‡	1	81 F6	1	1	81 F6	0	差分なし
0x81F7	81 F7	1	0x000000B6	¶	1	81 F7	1	0x000000B6	¶	1	81 F7	1	1	81 F7	0	差分なし
0x81F8	81 F8	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x81F9	81 F9	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x81FA	81 FA	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x81FB	81 FB	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x81FC	81 FC	1	0x000025EF	◯	1	81 FC	1	0x000025EF	◯	1	81 FC	1	1	81 FC	0	差分なし
0x8240	82 40	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x8241	82 41	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x8242	82 42	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x8243	82 43	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x8244	82 44	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x8245	82 45	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x8246	82 46	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x8247	82 47	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x8248	82 48	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x8249	82 49	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x824A	82 4A	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x824B	82 4B	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x824C	82 4C	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x824D	82 4D	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x824E	82 4E	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x824F	82 4F	1	0x0000FF10	０	1	82 4F	1	0x0000FF10	０	1	82 4F	1	1	82 4F	0	差分なし
0x8250	82 50	1	0x0000FF11	１	1	82 50	1	0x0000FF11	１	1	82 50	1	1	82 50	0	差分なし
0x8251	82 51	1	0x0000FF12	２	1	82 51	1	0x0000FF12	２	1	82 51	1	1	82 51	0	差分なし
0x8252	82 52	1	0x0000FF13	３	1	82 52	1	0x0000FF13	３	1	82 52	1	1	82 52	0	差分なし
0x8253	82 53	1	0x0000FF14	４	1	82 53	1	0x0000FF14	４	1	82 53	1	1	82 53	0	差分なし
0x8254	82 54	1	0x0000FF15	５	1	82 54	1	0x0000FF15	５	1	82 54	1	1	82 54	0	差分なし
0x8255	82 55	1	0x0000FF16	６	1	82 55	1	0x0000FF16	６	1	82 55	1	1	82 55	0	差分なし
0x8256	82 56	1	0x0000FF17	７	1	82 56	1	0x0000FF17	７	1	82 56	1	1	82 56	0	差分なし
0x8257	82 57	1	0x0000FF18	８	1	82 57	1	0x0000FF18	８	1	82 57	1	1	82 57	0	差分なし
0x8258	82 58	1	0x0000FF19	９	1	82 58	1	0x0000FF19	９	1	82 58	1	1	82 58	0	差分なし
0x8259	82 59	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x825A	82 5A	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x825B	82 5B	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x825C	82 5C	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x825D	82 5D	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x825E	82 5E	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x825F	82 5F	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x8260	82 60	1	0x0000FF21	Ａ	1	82 60	1	0x0000FF21	Ａ	1	82 60	1	1	82 60	0	差分なし
0x8261	82 61	1	0x0000FF22	Ｂ	1	82 61	1	0x0000FF22	Ｂ	1	82 61	1	1	82 61	0	差分なし
0x8262	82 62	1	0x0000FF23	Ｃ	1	82 62	1	0x0000FF23	Ｃ	1	82 62	1	1	82 62	0	差分なし
0x8263	82 63	1	0x0000FF24	Ｄ	1	82 63	1	0x0000FF24	Ｄ	1	82 63	1	1	82 63	0	差分なし
0x8264	82 64	1	0x0000FF25	Ｅ	1	82 64	1	0x0000FF25	Ｅ	1	82 64	1	1	82 64	0	差分なし
0x8265	82 65	1	0x0000FF26	Ｆ	1	82 65	1	0x0000FF26	Ｆ	1	82 65	1	1	82 65	0	差分なし
0x8266	82 66	1	0x0000FF27	Ｇ	1	82 66	1	0x0000FF27	Ｇ	1	82 66	1	1	82 66	0	差分なし
0x8267	82 67	1	0x0000FF28	Ｈ	1	82 67	1	0x0000FF28	Ｈ	1	82 67	1	1	82 67	0	差分なし
0x8268	82 68	1	0x0000FF29	Ｉ	1	82 68	1	0x0000FF29	Ｉ	1	82 68	1	1	82 68	0	差分なし
0x8269	82 69	1	0x0000FF2A	Ｊ	1	82 69	1	0x0000FF2A	Ｊ	1	82 69	1	1	82 69	0	差分なし
0x826A	82 6A	1	0x0000FF2B	Ｋ	1	82 6A	1	0x0000FF2B	Ｋ	1	82 6A	1	1	82 6A	0	差分なし
0x826B	82 6B	1	0x0000FF2C	Ｌ	1	82 6B	1	0x0000FF2C	Ｌ	1	82 6B	1	1	82 6B	0	差分なし
0x826C	82 6C	1	0x0000FF2D	Ｍ	1	82 6C	1	0x0000FF2D	Ｍ	1	82 6C	1	1	82 6C	0	差分なし
0x826D	82 6D	1	0x0000FF2E	Ｎ	1	82 6D	1	0x0000FF2E	Ｎ	1	82 6D	1	1	82 6D	0	差分なし
0x826E	82 6E	1	0x0000FF2F	Ｏ	1	82 6E	1	0x0000FF2F	Ｏ	1	82 6E	1	1	82 6E	0	差分なし
0x826F	82 6F	1	0x0000FF30	Ｐ	1	82 6F	1	0x0000FF30	Ｐ	1	82 6F	1	1	82 6F	0	差分なし
0x8270	82 70	1	0x0000FF31	Ｑ	1	82 70	1	0x0000FF31	Ｑ	1	82 70	1	1	82 70	0	差分なし
0x8271	82 71	1	0x0000FF32	Ｒ	1	82 71	1	0x0000FF32	Ｒ	1	82 71	1	1	82 71	0	差分なし
0x8272	82 72	1	0x0000FF33	Ｓ	1	82 72	1	0x0000FF33	Ｓ	1	82 72	1	1	82 72	0	差分なし
0x8273	82 73	1	0x0000FF34	Ｔ	1	82 73	1	0x0000FF34	Ｔ	1	82 73	1	1	82 73	0	差分なし
0x8274	82 74	1	0x0000FF35	Ｕ	1	82 74	1	0x0000FF35	Ｕ	1	82 74	1	1	82 74	0	差分なし
0x8275	82 75	1	0x0000FF36	Ｖ	1	82 75	1	0x0000FF36	Ｖ	1	82 75	1	1	82 75	0	差分なし
0x8276	82 76	1	0x0000FF37	Ｗ	1	82 76	1	0x0000FF37	Ｗ	1	82 76	1	1	82 76	0	差分なし
0x8277	82 77	1	0x0000FF38	Ｘ	1	82 77	1	0x0000FF38	Ｘ	1	82 77	1	1	82 77	0	差分なし
0x8278	82 78	1	0x0000FF39	Ｙ	1	82 78	1	0x0000FF39	Ｙ	1	82 78	1	1	82 78	0	差分なし
0x8279	82 79	1	0x0000FF3A	Ｚ	1	82 79	1	0x0000FF3A	Ｚ	1	82 79	1	1	82 79	0	差分なし
0x827A	82 7A	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x827B	82 7B	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x827C	82 7C	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x827D	82 7D	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x827E	82 7E	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x8280	82 80	0	0x00000000		0		0	0x00000000		0		0	0		0	差分なし
0x8281	82 81	1	0x0000FF41	ａ	1	82 81	1	0x0000FF41	ａ	1	82 81	1	1	82 81	0	差分なし
0x8282	82 82	1	0x0000FF42	ｂ	1	82 82	1	0x0000FF42	ｂ	1	82 82	1	1	82 82	0	差分なし
0x8283	82 83	1	0x0000FF43	ｃ	1	82 83	1	0x0000FF43	ｃ	1	82 83	1	1	82 83	0	差分なし
0x8284	82 84	1	0x0000FF44	ｄ	1	82 84	1	0x0000FF44	ｄ	1	82 84	1	1	82 84	0	差分なし
0x8285	82 85	1	0x0000FF45	ｅ	1	82 85	1	0x0000FF45	ｅ	1	82 85	1	1	82 85	0	差分なし
0x8286	82 86	1	0x0000FF46	ｆ	1	82 86	1	0x0000FF46	ｆ	1	82 86	1	1	82 86	0	差分なし
0x8287	82 87	1	0x0000FF47	ｇ	1	82 87	1	0x0000FF47	ｇ	1	82 87	1	1	82 87	0	差分なし
0x8288	82 88	1	0x0000FF48	ｈ	1	82 88	1	0x0000FF48	ｈ	1	82 88	1	1	82 88	0	差分なし
0x8289	82 89	1	0x0000FF49	ｉ	1	82 89	1	0x0000FF49	ｉ	1	82 89	1	1	82 89	0	差分なし
0x828A	82 8A	1	0x0000FF4A	ｊ	1	82 8A	1	0x0000FF4A	ｊ	1	82 8A	1	1	82 8A	0	差分なし
0x828B	82 8B	1	0x0000FF4B	ｋ	1	82 8B	1	0x0000FF4B	ｋ	1	82 8B	1	1	82 8B	0	差分なし
0x828C	82 8C	1	0x0000FF4C	ｌ	1	82 8C	1	0x0000FF4C	ｌ	1	82 8C	1	1	82 8C	0	差分なし
0x828D	82 8D	1	0x0000FF4D	ｍ	1	82 8D	1	0x0000FF4D	ｍ	1	82 8D	1	1	82 8D	0	差分なし
0x828E	82 8E	1	0x0000FF4E	ｎ	1	82 8E	1	0x0000FF4E	ｎ	1	82 8E	1	1	82 8E	0	差分なし
0x828F	82 8F	1	0x0000FF4F	ｏ	1	82 8F	1	0x0000FF4F	ｏ	1	82 8F	1	1	82 8F	0	差分なし
0x8290	82 90	1	0x0000FF50	ｐ	1	82 90	1	0x0000FF50	ｐ	1	82 90	1	1	82 90	0	差分なし
0x8291	82 91	1	0x0000FF51	ｑ	1	82 91	1	0x0000FF51	ｑ	1	82 91	1	1	82 91	0	差分なし
0x8292	82 92	1	0x0000FF52	ｒ	1	82 92	1	0x0000FF52	ｒ	1	82 92	1	1	82 92	0	差分なし
0x8293	82 93	1	0x0000FF53	ｓ	1	82 93	1	0x0000FF53	ｓ	1	82 93	1	1	82 93	0	差分なし
0x8294	82 94	1	0x0000FF54	ｔ	1	82 94	1	0x0000FF54	ｔ	1	82 94	1	1	82 94	0	差分なし
0x8295	82 95	1	0x0000FF55	ｕ	1	82 95	1	0x0000FF55	ｕ	1	82 95	1	1	82 95	0	差分なし
0x8296	82 96	1	0x0000FF56	ｖ	1	82 96	1	0x0000FF56	ｖ	1	82 96	1	1	82 96	0	差分なし
0x8297	82 97	1	0x0000FF57	ｗ	1	82 97	1	0x0000FF57	ｗ	1	82 97	1	1	82 97	0	差分なし
0x8298	82 98	1	0x0000FF58	ｘ	1	82 98	1	0x0000FF58	ｘ	1	82 98	1	1	82 98	0	差分なし
